Tag type: postag

çekmeden 1 < 31 , 1 > 
kutup_yıldızı'nın 1 < 19 , 1 > 
bakın 1 < 37 , 11 > 
i̇ç_içe 1 < 9 , 1 > 
rant 1 < 9 , 1 > 
cezasını 1 < 9 , 3 > 
yazacak 1 < 18 , 1 > 
güneşi 1 < 9 , 1 > 
uçmuştu 1 < 37 , 1 > 
sağlıyordu 1 < 37 , 1 > 
iklimde 1 < 9 , 1 > 
sürecek 2 < 37 , 1 > < 18 , 3 > 
göze_alamayacaklarını 1 < 17 , 1 > 
çocuktum 1 < 37 , 1 > 
savların 1 < 9 , 1 > 
mançurya 1 < 9 , 1 > 
tabii_ki 1 < 32 , 1 > 
zamanın 1 < 9 , 3 > 
çocuklarının 1 < 9 , 1 > 
düşmez 1 < 37 , 1 > 
kıvılcımları 1 < 9 , 1 > 
darbukasını 1 < 9 , 5 > 
yakaladı 1 < 37 , 2 > 
ana'yı 1 < 19 , 2 > 
gelişemedi 1 < 37 , 1 > 
ister_istemez 1 < 37 , 1 > 
firmayla 1 < 9 , 1 > 
yürümüştüm 1 < 37 , 1 > 
ufuk_abiden 1 < 9 , 1 > 
gerçekleşse 1 < 37 , 1 > 
önerileri 1 < 9 , 1 > 
insanları 1 < 9 , 2 > 
gezdiren 1 < 11 , 1 > 
üstü 1 < 9 , 2 > 
anlatacağım 3 < 37 , 1 > < 18 , 1 > < 17 , 2 > 
dövdü 1 < 37 , 1 > 
hizmetin 1 < 9 , 1 > 
yer_alıyordu 1 < 37 , 1 > 
ölüm_kalım 1 < 9 , 1 > 
üretilmiş 1 < 21 , 1 > 
beklentisi 1 < 9 , 1 > 
işine 1 < 9 , 1 > 
deliğimi 1 < 9 , 1 > 
işini 1 < 9 , 3 > 
cidden 1 < 31 , 1 > 
sapanca'nın 1 < 19 , 1 > 
çağıma 1 < 9 , 1 > 
evliliği 1 < 9 , 1 > 
toplumda 1 < 9 , 1 > 
yararı 1 < 9 , 1 > 
uçağına 1 < 9 , 2 > 
utangaç 1 < 21 , 1 > 
şaşırırsınız 1 < 37 , 1 > 
karşılaştığımda 1 < 15 , 1 > 
tebliğ_edilmesi 1 < 12 , 1 > 
toprağa 1 < 9 , 1 > 
bildirilecek 1 < 37 , 1 > 
çocukların 1 < 9 , 2 > 
gittiler 1 < 37 , 1 > 
yasaklamaları 1 < 12 , 1 > 
ödeyemediği 1 < 14 , 1 > 
alanının 1 < 9 , 1 > 
kocacığım 1 < 9 , 1 > 
ülkenin 1 < 9 , 1 > 
hükümdarın 1 < 9 , 2 > 
kaçınılan 1 < 11 , 1 > 
sağlayabilir 1 < 37 , 1 > 
türküsünü 1 < 9 , 1 > 
köle 1 < 9 , 1 > 
aydınlanır 1 < 37 , 1 > 
köpeğimizi 1 < 9 , 1 > 
yaka_paça 1 < 9 , 1 > 
yaştan 1 < 9 , 2 > 
evinden 1 < 9 , 1 > 
aldığım 1 < 14 , 1 > 
patlamaya 1 < 12 , 1 > 
terk_ediliş 1 < 12 , 1 > 
rakı 1 < 9 , 13 > 
balıkçılık 1 < 21 , 1 > 
düşelim 1 < 37 , 1 > 
ilkelerin 1 < 9 , 1 > 
ulaşıyor 1 < 37 , 1 > 
istedim 1 < 37 , 6 > 
buradan 1 < 9 , 5 > 
istedin 1 < 37 , 1 > 
yapmadım 1 < 37 , 1 > 
inceleyen 1 < 11 , 1 > 
yapmadık 1 < 37 , 1 > 
bakışması 1 < 12 , 1 > 
döven 1 < 11 , 2 > 
deyimi 1 < 9 , 2 > 
işletmecilere 1 < 9 , 1 > 
zorlayayım 1 < 37 , 1 > 
şirketlere 1 < 9 , 1 > 
vapurunun 1 < 9 , 1 > 
okudular 1 < 37 , 1 > 
türetimler 1 < 9 , 1 > 
yutturmaca 1 < 9 , 1 > 
stilton 1 < 9 , 1 > 
kadere 1 < 9 , 1 > 
gömlekler 1 < 9 , 1 > 
sığınabilirdim 1 < 37 , 1 > 
terk_etmenin 1 < 12 , 1 > 
dayanamadılar 1 < 37 , 1 > 
ihaleleri 1 < 9 , 1 > 
ele_alınması 1 < 12 , 1 > 
ırmağın 1 < 9 , 1 > 
sevda'nın 1 < 19 , 1 > 
kuramadığı 1 < 14 , 1 > 
zıplardım 1 < 37 , 1 > 
sonbahar 1 < 9 , 1 > 
çarpılmadım 1 < 37 , 1 > 
doğrar 1 < 37 , 1 > 
tarif_ettiği 1 < 15 , 1 > 
açlığı 1 < 9 , 1 > 
çağrılıyım 1 < 37 , 1 > 
kestirimlerin 1 < 9 , 2 > 
farklılaşıyordu 1 < 37 , 1 > 
içerisinde 1 < 9 , 1 > 
arasına 1 < 9 , 9 > 
çağıra 1 < 37 , 1 > 
grubuna 1 < 9 , 2 > 
yuvasını 1 < 9 , 1 > 
iklimin 1 < 9 , 1 > 
müstakbel 1 < 21 , 2 > 
boyun 1 < 9 , 1 > 
said_nursi'nin 1 < 19 , 1 > 
martaval_cumburlop 1 < 31 , 1 > 
i̇ngilizce'yi 1 < 19 , 1 > 
koşullara 1 < 9 , 1 > 
başkaydı 1 < 37 , 1 > 
ayırdığı 1 < 15 , 1 > 
seferlerini 1 < 9 , 1 > 
kravatını 1 < 9 , 1 > 
seferlerine 1 < 9 , 1 > 
uçakların 1 < 9 , 2 > 
konusunu 1 < 9 , 3 > 
kasıklarına 1 < 9 , 1 > 
biblolar 1 < 9 , 1 > 
varoluşun 1 < 9 , 1 > 
fırladığı 1 < 15 , 1 > 
amaçlanıyor 1 < 37 , 1 > 
şekersiz 1 < 21 , 1 > 
bekleyişe 1 < 12 , 1 > 
depoya 1 < 9 , 2 > 
demirci 1 < 21 , 1 > 
terk_edilme 1 < 12 , 2 > 
heyet 1 < 9 , 1 > 
kapattım 1 < 37 , 2 > 
avrupa'da 1 < 19 , 6 > 
ceviz 1 < 9 , 2 > 
toprağı 1 < 9 , 1 > 
muhasebesine 1 < 9 , 1 > 
çevrelediği 1 < 14 , 1 > 
inceleyip 1 < 31 , 1 > 
kentinde 1 < 9 , 2 > 
araştırmada 1 < 12 , 1 > 
onyedi 1 < 1 , 1 > 
çağını 1 < 9 , 1 > 
allahım 1 < 9 , 1 > 
uyuzluk 1 < 9 , 1 > 
içmem 1 < 37 , 3 > 
kıraathaneye 1 < 9 , 2 > 
içmek 1 < 12 , 1 > 
kıraathaneyi 1 < 9 , 1 > 
başkomutanlara 1 < 9 , 1 > 
kırmızı 1 < 21 , 4 > 
geceye 1 < 9 , 1 > 
yapayım 1 < 37 , 2 > 
markayla 1 < 9 , 1 > 
sezai_uyardı 1 < 37 , 1 > 
geceyi 1 < 9 , 4 > 
ellerde 1 < 9 , 2 > 
ummadığı 1 < 14 , 1 > 
tunguzları 1 < 9 , 2 > 
bilemezsiniz 1 < 37 , 1 > 
sokulmuştu 1 < 37 , 1 > 
seyir 1 < 9 , 1 > 
müzedeki 1 < 21 , 2 > 
demiray 1 < 19 , 9 > 
içkisiz 1 < 21 , 1 > 
dikildi 1 < 37 , 1 > 
gerçekleşir 1 < 37 , 2 > 
felsefenin 1 < 9 , 1 > 
çağırdığım 1 < 14 , 1 > 
türban 1 < 9 , 3 > 
markaydı 1 < 37 , 1 > 
yorum 1 < 9 , 2 > 
uzmanlığı 1 < 9 , 1 > 
elde_edilmiş 1 < 21 , 1 > 
ellerimi 1 < 9 , 2 > 
darbukasına 1 < 9 , 1 > 
mantıksal 1 < 21 , 1 > 
ulaşılabilecek 1 < 18 , 1 > 
merkez 1 < 9 , 1 > 
dikmeden 1 < 31 , 1 > 
yemeyelim 1 < 37 , 2 > 
ellerine 1 < 9 , 4 > 
vermiştir 1 < 37 , 1 > 
çorumlu 1 < 20 , 1 > 
olduğumuzu 1 < 15 , 3 > 
yanlıştır 1 < 37 , 1 > 
yerken 1 < 31 , 1 > 
resmine 1 < 9 , 1 > 
ellerini 1 < 9 , 9 > 
ikliminin 1 < 9 , 1 > 
gecesi 1 < 9 , 1 > 
terk_ettiği 1 < 14 , 1 > 
bankaların 1 < 9 , 2 > 
rahatım 1 < 37 , 1 > 
maddeyi 1 < 9 , 2 > 
gradyentinden 1 < 9 , 1 > 
maddeye 1 < 9 , 3 > 
mola_verilecekti 1 < 37 , 1 > 
salmadı 1 < 37 , 1 > 
kapısında 1 < 9 , 2 > 
katılsanıza 1 < 37 , 1 > 
algılanan 1 < 11 , 2 > 
sıpa 1 < 9 , 1 > 
düzeltmeyle 1 < 12 , 1 > 
ayarlamak 1 < 12 , 1 > 
gazi 1 < 19 , 1 > 
sorumluluk 1 < 9 , 4 > 
tekilliği 1 < 9 , 1 > 
kaymasına 1 < 12 , 1 > 
kısmetsiz 1 < 21 , 1 > 
yardımları 1 < 9 , 2 > 
atmak 1 < 12 , 1 > 
boylu 1 < 21 , 3 > 
hafiften 1 < 31 , 1 > 
fayda 1 < 9 , 2 > 
oğlum 1 < 9 , 16 > 
koalisyonunun 1 < 9 , 1 > 
biliyorlardı 1 < 37 , 1 > 
kktc'de 1 < 19 , 4 > 
sakınca_yoktu 1 < 37 , 1 > 
hoşlanırım 1 < 37 , 1 > 
el_ele_verip 1 < 31 , 1 > 
özelliklerini 1 < 9 , 1 > 
esasına 1 < 9 , 1 > 
harcamayıp 1 < 31 , 1 > 
toplumcu_kurtuluş_partisi 1 < 9 , 1 > 
hortlayan 1 < 11 , 1 > 
hükümetine 1 < 9 , 1 > 
şartıyla 1 < 9 , 1 > 
beklemek 1 < 12 , 2 > 
gerçekleşme 1 < 12 , 1 > 
ellerim 1 < 9 , 1 > 
sıra 1 < 9 , 4 > 
dolaplara 1 < 9 , 1 > 
i̇zninizle 1 < 9 , 1 > 
söz 1 < 9 , 11 > 
karşılık_verdim 1 < 37 , 1 > 
altıyüz 1 < 1 , 1 > 
hırs 1 < 9 , 1 > 
alıntıya 1 < 9 , 1 > 
taksitlerini 1 < 9 , 1 > 
devirdikçe 1 < 31 , 1 > 
köye 1 < 9 , 1 > 
dedeleri 1 < 9 , 1 > 
aydınlığı 1 < 9 , 1 > 
inmiş 1 < 21 , 1 > 
kararların 1 < 9 , 1 > 
kötü 1 < 21 , 12 > 
salam 1 < 9 , 1 > 
çaresiz 2 < 21 , 1 > < 20 , 1 > 
hamsi 1 < 9 , 1 > 
ormandaki 1 < 21 , 1 > 
kızgınlık 1 < 9 , 1 > 
denilen 1 < 11 , 3 > 
bendeki 1 < 21 , 1 > 
sokmamızı 1 < 12 , 1 > 
sıralarına 1 < 9 , 1 > 
yargılanırsa 1 < 37 , 1 > 
zamanların 1 < 9 , 2 > 
besiniymiş 1 < 37 , 1 > 
kabahatli 1 < 21 , 1 > 
iddiasız 1 < 20 , 1 > 
çektirmişler 1 < 37 , 1 > 
yüzleşme 1 < 12 , 1 > 
dönüşümü 1 < 9 , 1 > 
kktc'yi 1 < 19 , 1 > 
yukagirler 1 < 9 , 1 > 
satılsa 1 < 37 , 1 > 
önerdi 1 < 37 , 1 > 
ileri_sürdüğü 1 < 14 , 1 > 
sevgiden 1 < 9 , 1 > 
kullandım 1 < 37 , 1 > 
bekliyor 1 < 37 , 3 > 
kaçındıkça 1 < 31 , 1 > 
sırada 1 < 9 , 9 > 
yaşamındaki 1 < 21 , 1 > 
eğerek 1 < 31 , 2 > 
sınırlandırılıyor 1 < 37 , 1 > 
ifadesinin 1 < 9 , 1 > 
açıktır 1 < 37 , 2 > 
gerçeğini 1 < 9 , 1 > 
yitirdi 1 < 37 , 1 > 
denize 1 < 9 , 7 > 
yaşımızda 1 < 9 , 1 > 
fasulyesi 1 < 9 , 1 > 
ödenmemesi 1 < 12 , 1 > 
beline 1 < 9 , 2 > 
denizi 1 < 9 , 1 > 
hareketlilik 1 < 9 , 3 > 
kamyonu 1 < 9 , 2 > 
doktorların 1 < 9 , 1 > 
dayanma 1 < 12 , 2 > 
razı 1 < 21 , 1 > 
aylarca 1 < 31 , 1 > 
giriverir 1 < 37 , 1 > 
teknolojisinin 1 < 9 , 1 > 
karşılarında 2 < 20 , 1 > < 9 , 1 > 
mesleği 1 < 9 , 1 > 
kamyona 1 < 9 , 2 > 
ihalelerden 1 < 9 , 1 > 
başlamıştı 1 < 37 , 9 > 
hipotezlerden 1 < 9 , 1 > 
yitiren 1 < 11 , 2 > 
üşendim 1 < 37 , 1 > 
taşıyorum 1 < 37 , 1 > 
toptan 1 < 31 , 1 > 
havayla 1 < 9 , 1 > 
vanlidir 1 < 37 , 1 > 
aylarda 1 < 9 , 1 > 
yüzde_on 1 < 5 , 1 > 
geçtikçe 1 < 31 , 1 > 
fizikte 1 < 9 , 1 > 
rutine 1 < 20 , 1 > 
çekinmiyordu 1 < 37 , 1 > 
yükte 1 < 9 , 1 > 
bozdu 1 < 37 , 1 > 
yanındayken 1 < 31 , 1 > 
eyüp 1 < 19 , 1 > 
dağıtır 1 < 37 , 1 > 
unsurun 1 < 9 , 1 > 
kıraathanenin 1 < 9 , 2 > 
kaybeden 1 < 11 , 2 > 
soğuk 1 < 21 , 10 > 
doğru. 1 < 35 , 1 > 
etiketli 1 < 21 , 1 > 
çevreyi 1 < 9 , 1 > 
çıkarmadan 1 < 31 , 2 > 
vermeyeceği 1 < 18 , 1 > 
sorulabilecek 1 < 18 , 1 > 
günümüze 1 < 9 , 1 > 
iddiaları 1 < 9 , 1 > 
anıtkabir'i 1 < 19 , 1 > 
çevreye 1 < 9 , 1 > 
alacağımız 1 < 17 , 1 > 
gönlüm 1 < 9 , 2 > 
i̇zzettin 1 < 19 , 1 > 
uyuştu 1 < 37 , 1 > 
gereksinimi 1 < 9 , 2 > 
çağrısı 1 < 9 , 1 > 
süt 1 < 9 , 3 > 
süs 1 < 9 , 1 > 
terörün 1 < 9 , 1 > 
halamın 1 < 9 , 2 > 
gözlüklerini 1 < 9 , 1 > 
esasını 1 < 9 , 1 > 
ayrılıp 1 < 31 , 1 > 
sönmüş 1 < 21 , 1 > 
aktan 1 < 19 , 1 > 
şangır 1 < 9 , 1 > 
sınırları 1 < 9 , 1 > 
başarısı 1 < 9 , 2 > 
düğümü 1 < 9 , 1 > 
doyumsuzluk 1 < 9 , 1 > 
filmine 1 < 9 , 1 > 
bertrand_russell 1 < 9 , 1 > 
duyumsatıncaya 1 < 20 , 1 > 
sözü_edilen 1 < 11 , 1 > 
aşık_olduğumu 1 < 15 , 1 > 
eriyen 1 < 11 , 1 > 
bittikten 1 < 15 , 1 > 
ayrımındalar 1 < 37 , 1 > 
oğlunuzun 1 < 9 , 2 > 
yaşatıyor 1 < 37 , 1 > 
gerçekleşen 1 < 11 , 2 > 
endüstrisinin 1 < 9 , 1 > 
girerken 1 < 31 , 2 > 
mezara 1 < 9 , 1 > 
koruyabilirler 1 < 37 , 1 > 
gözümü 1 < 9 , 1 > 
bağımlılığın 1 < 9 , 1 > 
cümle 1 < 9 , 1 > 
tezler 1 < 9 , 1 > 
bağımlılığım 1 < 9 , 1 > 
etkinliğinin 1 < 9 , 1 > 
üçü 1 < 20 , 1 > 
boyuma 1 < 9 , 1 > 
barışçı 1 < 21 , 2 > 
birbiriyle 1 < 25 , 2 > 
bozuluyor 1 < 37 , 1 > 
ele_alalım 1 < 37 , 1 > 
proje 1 < 9 , 1 > 
yardımlara 1 < 9 , 1 > 
başta 2 < 31 , 2 > < 9 , 1 > 
öylece 1 < 31 , 4 > 
büyüktür 1 < 37 , 1 > 
19.8'lik 1 < 9 , 1 > 
kilometre 1 < 9 , 1 > 
kaydığı 1 < 15 , 1 > 
yaratarak 1 < 31 , 1 > 
kavrayıp 1 < 31 , 2 > 
ekiyoruz 1 < 37 , 1 > 
hele 1 < 31 , 8 > 
oniki 1 < 1 , 1 > 
nedenlerden 1 < 9 , 1 > 
ki̇mseyle 1 < 9 , 1 > 
kaybedip 1 < 31 , 1 > 
koşmuş 1 < 37 , 2 > 
maaşlarına 1 < 9 , 1 > 
anlattığım 1 < 15 , 1 > 
yol_açar 1 < 37 , 1 > 
kuzenimin 1 < 9 , 1 > 
kırım 2 < 19 , 1 > < 9 , 2 > 
kaplamayan 1 < 11 , 1 > 
rüzgarları 1 < 9 , 1 > 
saça 1 < 9 , 1 > 
faktörlerin 1 < 9 , 1 > 
dinlediklerini 1 < 15 , 1 > 
bozan 1 < 11 , 1 > 
akıp 1 < 31 , 1 > 
akıl 1 < 9 , 1 > 
bulabilirler 1 < 37 , 1 > 
atlatılacağı 1 < 17 , 1 > 
yol_açan 1 < 11 , 1 > 
akım 1 < 9 , 1 > 
konuşsaydınız 1 < 37 , 3 > 
ikimizi 1 < 20 , 2 > 
ilerliyorduk 1 < 37 , 1 > 
derviş 1 < 9 , 1 > 
tıkıştırıyordu 1 < 37 , 1 > 
düşmeden 1 < 31 , 1 > 
merakım 1 < 9 , 1 > 
sinerjinin 1 < 9 , 1 > 
muhaliflerin 1 < 9 , 2 > 
usulü 1 < 9 , 2 > 
uçağını 1 < 9 , 1 > 
i̇kisinin 1 < 20 , 1 > 
endeksi'nin 1 < 19 , 1 > 
son_verebilme 1 < 12 , 1 > 
rüyasına 1 < 9 , 1 > 
eşiğinin 1 < 9 , 1 > 
karakol 1 < 9 , 1 > 
kestirimlerde 1 < 9 , 1 > 
istenmektedir 1 < 37 , 1 > 
bulurlarmış 1 < 37 , 1 > 
ahaliyi 1 < 9 , 1 > 
sıçramada 1 < 12 , 1 > 
başrollere 1 < 9 , 1 > 
aydınlığını 1 < 9 , 1 > 
yaşanması 1 < 12 , 1 > 
benzeri 1 < 21 , 5 > 
sormaktan 1 < 12 , 1 > 
fişek 1 < 9 , 1 > 
sembolize_ediyordu 1 < 37 , 1 > 
brecht'ten 1 < 19 , 1 > 
başvurun 1 < 37 , 1 > 
nerelere 1 < 27 , 1 > 
planın 1 < 9 , 2 > 
insanlara 1 < 9 , 1 > 
gizlediklerini 1 < 15 , 1 > 
ömründe 1 < 9 , 1 > 
arapça 1 < 19 , 1 > 
becerebilirse 1 < 37 , 1 > 
planjonlarla 1 < 9 , 1 > 
yeniymiş 1 < 37 , 1 > 
tutarında 1 < 9 , 2 > 
evlenmek 1 < 12 , 2 > 
haberiyle 1 < 9 , 1 > 
kafalarındaki 1 < 21 , 1 > 
başarılı 2 < 21 , 1 > < 20 , 1 > 
değiyordu 1 < 37 , 1 > 
evlenmez 1 < 37 , 1 > 
avrupa'ya 1 < 19 , 2 > 
peynire 1 < 9 , 1 > 
peyniri 1 < 9 , 7 > 
oğlan 1 < 9 , 4 > 
tekillikle 1 < 9 , 1 > 
çıkaramayacaklarını 1 < 17 , 1 > 
dinsel 1 < 21 , 2 > 
süpürgen 1 < 9 , 1 > 
başlamışlardı 1 < 37 , 3 > 
kuve'ye 1 < 19 , 1 > 
tadarak 1 < 31 , 1 > 
ürkütüyor 1 < 37 , 1 > 
seni 1 < 29 , 15 > 
takılmış 1 < 21 , 1 > 
sene 1 < 9 , 2 > 
başka 2 < 38 , 6 > < 21 , 43 > 
kurarım 1 < 37 , 1 > 
dalkavuk 1 < 9 , 1 > 
saçı 1 < 9 , 1 > 
sebzelere 1 < 9 , 1 > 
üniversite 1 < 9 , 8 > 
dünyadan 1 < 9 , 1 > 
stratejinin 1 < 9 , 1 > 
ayırmayın 1 < 37 , 1 > 
idare_ederdim 1 < 37 , 1 > 
politzer'in 1 < 19 , 1 > 
dönüşüme 2 < 12 , 1 > < 9 , 1 > 
görünmez 1 < 21 , 1 > 
sobada 1 < 9 , 1 > 
oturunca 1 < 31 , 1 > 
başla 1 < 37 , 1 > 
ömür_uzatma_kıraathanesi'nin 1 < 19 , 2 > 
kendisine 1 < 28 , 14 > 
hafifletmek 1 < 12 , 1 > 
kendisini 1 < 28 , 8 > 
sallanıyor 1 < 37 , 1 > 
görümcesi 1 < 9 , 1 > 
kapatılmaz 1 < 37 , 1 > 
cinselliğin 1 < 9 , 1 > 
geminin 1 < 9 , 2 > 
kastımın 1 < 9 , 1 > 
hayranlığına 1 < 9 , 1 > 
cinayetlerin 1 < 9 , 3 > 
devleri 1 < 9 , 1 > 
boğa 1 < 9 , 2 > 
gerçekleşmiş 1 < 37 , 1 > 
merkezine 1 < 9 , 1 > 
otuz_ikisinde 1 < 20 , 1 > 
teorem 1 < 9 , 1 > 
onarlarsa 1 < 37 , 1 > 
arat 1 < 19 , 1 > 
lokantalarda 1 < 9 , 1 > 
arap 1 < 19 , 1 > 
arar 1 < 37 , 1 > 
sese 1 < 9 , 1 > 
yaşadığının 1 < 15 , 1 > 
oturacakların 1 < 17 , 1 > 
londra_üniversitesi'nden 1 < 19 , 1 > 
anlattıkları 1 < 15 , 1 > 
sesi 1 < 9 , 14 > 
düşkünlük 1 < 9 , 1 > 
sert 1 < 21 , 4 > 
ayçiçeği 1 < 9 , 2 > 
teslim_alan 1 < 11 , 1 > 
alınmasın 1 < 37 , 2 > 
artmıştı 1 < 37 , 1 > 
senden 1 < 29 , 1 > 
bakanlar_kurulu'nda 1 < 19 , 1 > 
aran 1 < 9 , 1 > 
görüşü 1 < 9 , 2 > 
günler 1 < 9 , 2 > 
sevk_etmeye 1 < 12 , 1 > 
üstündeki 1 < 21 , 1 > 
değişiklikle 1 < 9 , 1 > 
vuruluyor 1 < 37 , 1 > 
seri 1 < 21 , 1 > 
bilimsellikten 1 < 9 , 1 > 
bırakmanın 1 < 12 , 1 > 
cetvelini 1 < 9 , 2 > 
içerikten 1 < 9 , 1 > 
sıradanlaştırmaya 1 < 12 , 1 > 
denetimde 1 < 9 , 1 > 
tontoş 1 < 9 , 1 > 
öncesinden 1 < 20 , 1 > 
kurdele 1 < 9 , 1 > 
merkezinin 1 < 9 , 1 > 
roma_i̇mparatorluğu 1 < 9 , 2 > 
almanca 1 < 19 , 1 > 
ayırmayalım 1 < 37 , 1 > 
bakıldığında 1 < 15 , 3 > 
ciddi 1 < 21 , 8 > 
ele_geçirmesiyle 1 < 12 , 1 > 
havadaki 1 < 21 , 1 > 
anında 1 < 9 , 1 > 
darısı 1 < 9 , 1 > 
yorgun_olduğunu 1 < 15 , 1 > 
yasalarını 1 < 9 , 1 > 
seti 1 < 9 , 2 > 
üretecekler 1 < 37 , 1 > 
demedik 1 < 37 , 1 > 
why_we_buy 1 < 37 , 1 > 
kusturan 1 < 11 , 1 > 
neyin 1 < 27 , 2 > 
saldırıp 1 < 31 , 1 > 
neyim 1 < 27 , 1 > 
arch 1 < 9 , 1 > 
saymıştı 1 < 37 , 1 > 
mumar 1 < 9 , 1 > 
standard 1 < 9 , 1 > 
fıstık 1 < 9 , 3 > 
olmamasıdır 1 < 37 , 1 > 
altıyüzdoksan 1 < 1 , 1 > 
alsın 1 < 37 , 1 > 
başkent 1 < 9 , 1 > 
belediyeye 1 < 9 , 1 > 
hüzzam 1 < 9 , 1 > 
kayıp 2 < 31 , 1 > < 21 , 3 > 
geçişinden 1 < 12 , 1 > 
fransızcanın 1 < 9 , 1 > 
kayıt 1 < 9 , 3 > 
tuttuğu 1 < 14 , 2 > 
otobüsün 1 < 9 , 2 > 
ekonomi 1 < 9 , 3 > 
son_olarak 1 < 31 , 1 > 
gelirdi 1 < 37 , 1 > 
batı'daki 1 < 21 , 1 > 
ideolojik 1 < 21 , 9 > 
baskı 1 < 9 , 6 > 
mırıldanarak 1 < 31 , 1 > 
korunaklı 1 < 21 , 1 > 
kırağı_çalmaz 1 < 37 , 1 > 
tutarı 1 < 9 , 1 > 
grup_başkanvekili 1 < 9 , 1 > 
kanadı 1 < 9 , 1 > 
peluş 1 < 9 , 1 > 
yıllarınızı 1 < 9 , 1 > 
araç 1 < 9 , 3 > 
giysilerimizi 1 < 9 , 1 > 
deneyler 1 < 9 , 1 > 
sözünü_etti 1 < 37 , 1 > 
mumcu 1 < 19 , 1 > 
görmüştü 1 < 37 , 1 > 
hasret 1 < 9 , 1 > 
sayılırız 1 < 37 , 1 > 
okulun 1 < 9 , 1 > 
tüfekleriyle 1 < 9 , 1 > 
yaşayabileceğini 1 < 17 , 1 > 
yansıdı 1 < 37 , 1 > 
koda 1 < 9 , 1 > 
maske 1 < 9 , 3 > 
kadınlarının 1 < 9 , 1 > 
çıkaramadık 1 < 37 , 1 > 
yetmişdört 1 < 1 , 1 > 
bir_ara 1 < 9 , 1 > 
geçirdiği 1 < 14 , 2 > 
fark_etmiyor 1 < 37 , 1 > 
yumağıyla 1 < 9 , 1 > 
başlayabilecek 1 < 37 , 1 > 
koşalım 1 < 37 , 1 > 
bankalar 1 < 9 , 1 > 
attılar 1 < 37 , 1 > 
koca 1 < 21 , 2 > 
uyuyan 1 < 11 , 1 > 
belirtiyor 1 < 37 , 1 > 
yaklaşıma 1 < 9 , 1 > 
dalgalar 1 < 9 , 1 > 
fantezilerini 1 < 9 , 1 > 
yatırıma 1 < 9 , 1 > 
ahmet_necdet_sezer 1 < 19 , 1 > 
genişlikte 1 < 9 , 1 > 
değirmendere_beldesindeki 1 < 21 , 1 > 
merkezimden 1 < 9 , 1 > 
borsaya 1 < 9 , 1 > 
bozukluğuyla 1 < 9 , 1 > 
muhabbetliydi 1 < 37 , 1 > 
şube 1 < 9 , 2 > 
ziyareti 1 < 9 , 2 > 
koşardı 1 < 37 , 1 > 
köpek 1 < 9 , 5 > 
kavanozunun 1 < 9 , 1 > 
paris'te 1 < 19 , 3 > 
dadandım 1 < 37 , 1 > 
geçerli_olduğu 1 < 14 , 1 > 
doğallıkla 1 < 9 , 1 > 
içindeydi 1 < 37 , 3 > 
vergiler 1 < 9 , 1 > 
ulan 1 < 35 , 1 > 
kalkıyor 1 < 37 , 1 > 
geliyordu 1 < 37 , 9 > 
basma 1 < 9 , 1 > 
üstlerdeki 1 < 21 , 1 > 
bugünkü 1 < 21 , 1 > 
tanedir 1 < 37 , 1 > 
gerekmezdi 1 < 37 , 1 > 
peynirlerimiz 1 < 9 , 2 > 
temizlenmiş 1 < 21 , 1 > 
düşündüğüm 1 < 15 , 1 > 
sımsıkı 2 < 31 , 1 > < 21 , 1 > 
neyse 1 < 31 , 6 > 
i̇nkaya_mevkiindeki 1 < 21 , 1 > 
koyulduğum 1 < 15 , 1 > 
bizimledir 1 < 37 , 2 > 
işçilere 1 < 9 , 1 > 
geldikleri 1 < 15 , 1 > 
annenizin 1 < 9 , 1 > 
aklımızdan 1 < 9 , 1 > 
keyifli 1 < 21 , 1 > 
sorulup 1 < 31 , 1 > 
yasalarına 1 < 9 , 1 > 
baygın 1 < 21 , 1 > 
yasakladı 1 < 37 , 1 > 
dünyada_olmak 1 < 12 , 1 > 
buna 1 < 26 , 16 > 
demişti 1 < 37 , 6 > 
arka 2 < 21 , 4 > < 9 , 1 > 
kimsecikler 1 < 9 , 1 > 
duygular 1 < 9 , 4 > 
oranlarını 1 < 9 , 1 > 
koha 1 < 19 , 1 > 
yalvardı 1 < 37 , 1 > 
bunu 1 < 26 , 30 > 
düzleminin 1 < 9 , 1 > 
bırakıyorum 1 < 37 , 1 > 
herkesle 1 < 9 , 1 > 
kapsamında 1 < 9 , 1 > 
yufka 1 < 9 , 1 > 
stopaj 1 < 9 , 2 > 
tbmm_genel_kurulu'nda 1 < 19 , 1 > 
duyurdu 1 < 37 , 1 > 
hamarat 1 < 21 , 1 > 
tarlada 1 < 9 , 1 > 
evliliğin 1 < 9 , 1 > 
desek 1 < 37 , 2 > 
izin_verirdi 1 < 37 , 1 > 
memişler 1 < 9 , 1 > 
fiziğinde 1 < 9 , 1 > 
yatırımcı 2 < 21 , 1 > < 9 , 3 > 
balkonundan 1 < 9 , 1 > 
bağ_-_kur 1 < 19 , 1 > 
derlerdi 1 < 37 , 1 > 
çaresizliği 1 < 9 , 1 > 
vekaleten 1 < 31 , 1 > 
dolara 1 < 9 , 3 > 
partinin 1 < 9 , 2 > 
herkesin 1 < 9 , 6 > 
vermiyorum 1 < 37 , 1 > 
selamlarına 1 < 9 , 1 > 
çelenk 1 < 9 , 1 > 
